2019-09-09-19-33-26.771713 55 37 54 0
2019-09-09-19-33-26.819509 25 37 54 0
2019-09-09-19-33-26.867274 19 37 54 0
2019-09-09-19-33-26.921128 -6 37 54 0
2019-09-09-19-33-26.968223 -4 37 54 0
2019-09-09-19-33-27.022545 27 37 54 0
2019-09-09-19-33-27.071518 16 37 54 0
2019-09-09-19-33-27.118130 19 37 54 0
2019-09-09-19-33-27.168031 13 37 54 0
2019-09-09-19-33-27.220491 51 37 54 0
2019-09-09-19-33-27.270979 42 37 54 0
2019-09-09-19-33-27.319415 18 37 54 0
2019-09-09-19-33-27.369797 29 37 54 0
2019-09-09-19-33-27.422116 36 37 54 0
2019-09-09-19-33-27.471954 42 37 54 0
2019-09-09-19-33-27.521806 56 37 54 0
2019-09-09-19-33-27.571846 49 37 54 0
2019-09-09-19-33-27.623063 44 37 54 0
2019-09-09-19-33-27.672941 -1 41 67 0
2019-09-09-19-33-27.717873 16 41 67 0
2019-09-09-19-33-27.767642 22 41 67 0
2019-09-09-19-33-27.816065 38 41 67 0
2019-09-09-19-33-27.867373 16 41 67 0
2019-09-09-19-33-27.920110 42 41 67 0
2019-09-09-19-33-27.972756 10 41 67 0
2019-09-09-19-33-28.021793 21 41 67 0
2019-09-09-19-33-28.068736 -14 41 67 0
2019-09-09-19-33-28.116197 32 41 67 0
2019-09-09-19-33-28.167693 6 41 67 0
2019-09-09-19-33-28.220017 9 41 67 0
2019-09-09-19-33-28.272754 41 41 67 0
2019-09-09-19-33-28.320984 41 41 67 0
2019-09-09-19-33-28.369963 42 41 67 0
2019-09-09-19-33-28.418828 55 41 67 0
2019-09-09-19-33-28.474409 26 41 67 0
2019-09-09-19-33-28.527097 61 41 67 0
2019-09-09-19-33-28.579076 104 41 67 0
2019-09-09-19-33-28.629866 264 41 67 0
2019-09-09-19-33-28.678324 -86 56 74 0
2019-09-09-19-33-28.745732 -183 56 74 0
2019-09-09-19-33-28.791631 -78 56 74 0
2019-09-09-19-33-28.837076 48 56 74 0
2019-09-09-19-33-28.889895 70 56 74 0
2019-09-09-19-33-28.938621 53 56 74 0
2019-09-09-19-33-28.992239 73 56 74 0
2019-09-09-19-33-29.044254 7 56 74 0
2019-09-09-19-33-29.096800 55 56 74 0
2019-09-09-19-33-29.154751 40 56 74 0
2019-09-09-19-33-29.202629 38 56 74 0
2019-09-09-19-33-29.255515 61 56 74 0
2019-09-09-19-33-29.304388 49 56 74 0
2019-09-09-19-33-29.357702 100 56 74 0
2019-09-09-19-33-29.402584 16 56 74 0
2019-09-09-19-33-29.454455 4 56 74 0
2019-09-09-19-33-29.505633 21 56 74 0
2019-09-09-19-33-29.550404 53 56 74 0
2019-09-09-19-33-29.604409 53 56 74 0
2019-09-09-19-33-29.650560 27 21 83 0
2019-09-09-19-33-29.704324 60 21 83 0
2019-09-09-19-33-29.759225 39 21 83 0
2019-09-09-19-33-29.812022 4 21 83 0
2019-09-09-19-33-29.875306 18 21 83 0
2019-09-09-19-33-29.924924 43 21 83 0
2019-09-09-19-33-29.971882 54 21 83 0
2019-09-09-19-33-30.022443 25 21 83 0
2019-09-09-19-33-30.071490 71 21 83 0
2019-09-09-19-33-30.125687 71 21 83 0
2019-09-09-19-33-30.176619 18 21 83 0
2019-09-09-19-33-30.224062 9 21 83 0
2019-09-09-19-33-30.269805 66 21 83 0
2019-09-09-19-33-30.321035 50 21 83 0
2019-09-09-19-33-30.371484 77 21 83 0
2019-09-09-19-33-30.419742 5 21 83 0
2019-09-09-19-33-30.470448 -7 21 83 0
2019-09-09-19-33-30.522697 -71 21 83 0
2019-09-09-19-33-30.572463 26 21 83 0
2019-09-09-19-33-30.620769 55 21 83 0
2019-09-09-19-33-30.673825 12 47 87 0
2019-09-09-19-33-30.719924 35 47 87 0
2019-09-09-19-33-30.803102 16 47 87 0
2019-09-09-19-33-30.856346 51 47 87 0
2019-09-09-19-33-30.906601 12 47 87 0
2019-09-09-19-33-30.957207 56 47 87 0
2019-09-09-19-33-31.007270 43 47 87 0
2019-09-09-19-33-31.052942 -1 47 87 0
2019-09-09-19-33-31.103004 -1 47 87 0
2019-09-09-19-33-31.156472 12 47 87 0
2019-09-09-19-33-31.204324 56 47 87 0
2019-09-09-19-33-31.255637 5 47 87 0
2019-09-09-19-33-31.307683 43 47 87 0
2019-09-09-19-33-31.353492 24 47 87 0
2019-09-09-19-33-31.407472 24 47 87 0
2019-09-09-19-33-31.453326 32 47 87 0
2019-09-09-19-33-31.504874 29 47 87 0
2019-09-09-19-33-31.552763 9 47 87 0
2019-09-09-19-33-31.603670 42 47 87 0
2019-09-09-19-33-31.657229 25 51 91 0
2019-09-09-19-33-31.705758 26 51 91 0
2019-09-09-19-33-31.756477 39 51 91 0
2019-09-09-19-33-31.806835 25 51 91 0
2019-09-09-19-33-31.852921 26 51 91 0
2019-09-09-19-33-31.906547 32 51 91 0
2019-09-09-19-33-31.964023 35 51 91 0
2019-09-09-19-33-32.015987 52 51 91 0
2019-09-09-19-33-32.069379 45 51 91 0
2019-09-09-19-33-32.121210 34 51 91 0
2019-09-09-19-33-32.169526 -19 51 91 0
2019-09-09-19-33-32.222615 28 51 91 0
2019-09-09-19-33-32.271319 9 51 91 0
2019-09-09-19-33-32.319829 40 51 91 0
2019-09-09-19-33-32.369049 37 51 91 0
2019-09-09-19-33-32.423335 64 51 91 0
2019-09-09-19-33-32.471735 19 51 91 0
2019-09-09-19-33-32.522649 42 51 91 0
2019-09-09-19-33-32.570571 16 51 91 0
2019-09-09-19-33-32.619099 32 56 88 0
2019-09-09-19-33-32.667988 33 56 88 0
2019-09-09-19-33-32.722736 43 56 88 0
2019-09-09-19-33-32.767963 -9 56 88 0
2019-09-09-19-33-32.819325 40 56 88 0
2019-09-09-19-33-32.868580 91 56 88 0
2019-09-09-19-33-32.926616 91 56 88 0
2019-09-09-19-33-32.976647 55 56 88 0
2019-09-09-19-33-33.028042 50 56 88 0
2019-09-09-19-33-33.080857 70 56 88 0
2019-09-09-19-33-33.134033 33 56 88 0
2019-09-09-19-33-33.185629 -23 56 88 0
2019-09-09-19-33-33.236299 0 56 88 0
2019-09-09-19-33-33.287387 6 56 88 0
2019-09-09-19-33-33.335995 6 56 88 0
2019-09-09-19-33-33.387265 25 56 88 0
2019-09-09-19-33-33.440368 26 56 88 0
2019-09-09-19-33-33.492457 35 56 88 0
2019-09-09-19-33-33.556600 8 56 88 0
2019-09-09-19-33-33.609530 8 56 88 0
2019-09-09-19-33-33.657766 -17 74 88 0
2019-09-09-19-33-33.709871 -36 74 88 0
2019-09-09-19-33-33.754795 82 74 88 0
2019-09-09-19-33-33.804512 61 74 88 0
2019-09-09-19-33-33.853717 81 74 88 0
2019-09-09-19-33-33.902825 50 74 88 0
2019-09-09-19-33-33.953971 25 74 88 0
2019-09-09-19-33-34.003170 39 74 88 0
2019-09-09-19-33-34.058016 36 74 88 0
2019-09-09-19-33-34.108405 49 74 88 0
2019-09-09-19-33-34.159333 -1 74 88 0
2019-09-09-19-33-34.209715 -57 74 88 0
2019-09-09-19-33-34.258702 116 74 88 0
2019-09-09-19-33-34.307455 56 74 88 0
2019-09-09-19-33-34.380733 74 74 88 0
2019-09-09-19-33-34.435063 58 74 88 0
2019-09-09-19-33-34.488096 103 74 88 0
2019-09-09-19-33-34.536998 68 74 88 0
2019-09-09-19-33-34.588087 -3 74 88 0
2019-09-09-19-33-34.638194 19 66 88 0
2019-09-09-19-33-34.690142 7 66 88 0
2019-09-09-19-33-34.738619 33 66 88 0
2019-09-09-19-33-34.786628 50 66 88 0
2019-09-09-19-33-34.837063 17 66 88 0
2019-09-09-19-33-34.889180 -19 66 88 0
2019-09-09-19-33-34.937707 -21 66 88 0
2019-09-09-19-33-34.987567 73 66 88 0
2019-09-09-19-33-35.036232 116 66 88 0
2019-09-09-19-33-35.088462 82 66 88 0
2019-09-09-19-33-35.134977 -6 66 88 0
2019-09-09-19-33-35.187758 -22 66 88 0
2019-09-09-19-33-35.236766 20 66 88 0
2019-09-09-19-33-35.290334 32 66 88 0
2019-09-09-19-33-35.336292 52 66 88 0
2019-09-09-19-33-35.386958 74 66 88 0
2019-09-09-19-33-35.437481 61 66 88 0
2019-09-09-19-33-35.487264 59 66 88 0
2019-09-09-19-33-35.534960 66 66 88 0
2019-09-09-19-33-35.588893 66 66 88 0
2019-09-09-19-33-35.642426 58 66 88 0
2019-09-09-19-33-35.692162 -13 64 66 0
2019-09-09-19-33-35.742154 -3 64 66 0
2019-09-09-19-33-35.791502 19 64 66 0
2019-09-09-19-33-35.837378 91 64 66 0
2019-09-09-19-33-35.888543 -60 64 66 0
2019-09-09-19-33-35.941308 -58 64 66 0
2019-09-09-19-33-35.990043 72 64 66 0
2019-09-09-19-33-36.040860 67 64 66 0
2019-09-09-19-33-36.088303 12 64 66 0
2019-09-09-19-33-36.145839 41 64 66 0
2019-09-09-19-33-36.200798 54 64 66 0
2019-09-09-19-33-36.254398 42 64 66 0
2019-09-09-19-33-36.303210 48 64 66 0
2019-09-09-19-33-36.354000 -28 64 66 0
2019-09-09-19-33-36.406945 22 64 66 0
2019-09-09-19-33-36.454512 -6 64 66 0
2019-09-09-19-33-36.506558 44 64 66 0
2019-09-09-19-33-36.559354 177 64 66 0
2019-09-09-19-33-36.608215 24 64 66 0
2019-09-09-19-33-36.654790 38 51 44 0
2019-09-09-19-33-36.707297 67 51 44 0
2019-09-09-19-33-36.759716 90 51 44 0
2019-09-09-19-33-36.811604 45 51 44 0
2019-09-09-19-33-36.861459 -27 51 44 0
2019-09-09-19-33-36.914869 -2 51 44 0
2019-09-09-19-33-36.967468 -82 51 44 0
2019-09-09-19-33-37.022584 -24 51 44 0
2019-09-09-19-33-37.068724 106 51 44 0
2019-09-09-19-33-37.119683 50 51 44 0
2019-09-09-19-33-37.172283 -53 51 44 0
2019-09-09-19-33-37.232435 21 51 44 0
2019-09-09-19-33-37.286926 107 51 44 0
2019-09-09-19-33-37.339236 102 51 44 0
2019-09-09-19-33-37.390209 61 51 44 0
2019-09-09-19-33-37.451181 28 51 44 0
2019-09-09-19-33-37.501949 67 51 44 0
2019-09-09-19-33-37.552435 74 51 44 0
2019-09-09-19-33-37.605077 -69 51 44 0
2019-09-09-19-33-37.658630 72 38 26 0
2019-09-09-19-33-37.708130 68 38 26 0
2019-09-09-19-33-37.757954 36 38 26 0
2019-09-09-19-33-37.810990 105 38 26 0
2019-09-09-19-33-37.883496 128 38 26 0
2019-09-09-19-33-37.939673 60 38 26 0
2019-09-09-19-33-37.989499 -57 38 26 0
2019-09-09-19-33-38.036460 -152 38 26 0
2019-09-09-19-33-38.088711 -42 38 26 0
2019-09-09-19-33-38.140524 6 38 26 0
2019-09-09-19-33-38.191838 247 38 26 0
2019-09-09-19-33-38.242166 -1043 38 26 0
2019-09-09-19-33-38.291297 -1739 38 26 0
2019-09-09-19-33-38.370723 -549 38 26 0
2019-09-09-19-33-38.422355 -59 38 26 0
2019-09-09-19-33-38.468564 311 38 26 0
2019-09-09-19-33-38.520106 2047 38 26 0
2019-09-09-19-33-38.570199 -915 38 26 0
2019-09-09-19-33-38.619498 2047 38 26 0
2019-09-09-19-33-38.671485 1325 38 26 0
2019-09-09-19-33-38.735375 555 38 26 0
2019-09-09-19-33-38.788500 171 38 26 0
2019-09-09-19-33-38.840726 97 38 26 0
2019-09-09-19-33-38.890551 43 38 26 0
2019-09-09-19-33-38.940846 36 38 26 0
2019-09-09-19-33-38.990256 33 38 26 0
2019-09-09-19-33-39.036795 28 38 26 0
2019-09-09-19-33-39.087795 23 38 26 0
2019-09-09-19-33-39.139625 16 38 26 0
2019-09-09-19-33-39.186516 4 38 26 0
2019-09-09-19-33-39.237843 -20 38 26 0
2019-09-09-19-33-39.289252 -29 38 26 0
2019-09-09-19-33-39.340750 -41 38 26 0
2019-09-09-19-33-39.392865 -84 38 26 0
2019-09-09-19-33-39.453367 -91 38 26 0
2019-09-09-19-33-39.507047 -82 38 26 0
2019-09-09-19-33-39.576175 -76 38 26 0
2019-09-09-19-33-39.629233 -81 38 26 0
2019-09-09-19-33-39.681368 -97 38 26 0
2019-09-09-19-33-39.734997 -93 38 26 0
2019-09-09-19-33-39.789507 -129 38 26 0
2019-09-09-19-33-39.838387 -121 38 26 0
2019-09-09-19-33-39.887264 -87 38 26 0
2019-09-09-19-33-39.939881 -53 38 26 0
2019-09-09-19-33-39.985878 -90 38 26 0
2019-09-09-19-33-40.037937 -56 38 26 0
2019-09-09-19-33-40.087940 -56 38 26 0
2019-09-09-19-33-40.142880 -94 38 26 0
2019-09-09-19-33-40.190676 -27 38 26 0
2019-09-09-19-33-40.238036 -44 38 26 0
2019-09-09-19-33-40.288570 -60 38 26 0
2019-09-09-19-33-40.342187 25 38 26 0
2019-09-09-19-33-40.397223 -89 38 26 0
2019-09-09-19-33-40.449442 -59 38 26 0
2019-09-09-19-33-40.506464 25 38 26 0
2019-09-09-19-33-40.573164 26 38 26 0
2019-09-09-19-33-40.626520 -27 54 24 0
2019-09-09-19-33-40.677638 -9 54 24 0
2019-09-09-19-33-40.754764 32 54 24 0
2019-09-09-19-33-40.806447 136 54 24 0
2019-09-09-19-33-40.858019 54 54 24 0
2019-09-09-19-33-40.904597 50 54 24 0
2019-09-09-19-33-40.955485 -10 54 24 0
2019-09-09-19-33-41.018630 220 54 24 0
2019-09-09-19-33-41.071634 -74 54 24 0
2019-09-09-19-33-41.119970 -135 54 24 0
2019-09-09-19-33-41.171990 -78 54 24 0
2019-09-09-19-33-41.224638 -10 54 24 0
2019-09-09-19-33-41.276370 6 54 24 0
2019-09-09-19-33-41.328028 33 54 24 0
2019-09-09-19-33-41.380818 44 54 24 0
2019-09-09-19-33-41.435390 48 54 24 0
2019-09-09-19-33-41.487975 75 54 24 0
2019-09-09-19-33-41.542307 -44 54 24 0
2019-09-09-19-33-41.590505 -11 54 24 0
2019-09-09-19-33-41.640702 121 44 34 0
2019-09-09-19-33-41.692746 37 44 34 0
2019-09-09-19-33-41.740166 55 44 34 0
2019-09-09-19-33-41.791390 76 44 34 0
2019-09-09-19-33-41.846502 43 44 34 0
2019-09-09-19-33-41.899651 -5 44 34 0
2019-09-09-19-33-41.955664 -42 44 34 0
2019-09-09-19-33-42.006780 23 44 34 0
2019-09-09-19-33-42.055640 12 44 34 0
2019-09-09-19-33-42.119800 3 44 34 0
2019-09-09-19-33-42.171503 -17 44 34 0
2019-09-09-19-33-42.224342 53 44 34 0
2019-09-09-19-33-42.290881 107 44 34 0
2019-09-09-19-33-42.343823 82 44 34 0
2019-09-09-19-33-42.394253 54 44 34 0
2019-09-09-19-33-42.448004 -18 44 34 0
2019-09-09-19-33-42.504483 97 44 34 0
2019-09-09-19-33-42.553322 -42 44 34 0
2019-09-09-19-33-42.609102 2 44 34 0
2019-09-09-19-33-42.661351 -88 47 51 0
2019-09-09-19-33-42.714976 116 47 51 0
2019-09-09-19-33-42.767008 132 47 51 0
2019-09-09-19-33-42.821523 64 47 51 0
2019-09-09-19-33-42.876073 107 47 51 0
2019-09-09-19-33-42.928797 -9 47 51 0
2019-09-09-19-33-42.985227 33 47 51 0
2019-09-09-19-33-43.037082 33 47 51 0
2019-09-09-19-33-43.090697 33 47 51 0
2019-09-09-19-33-43.143007 16 47 51 0
2019-09-09-19-33-43.197413 25 47 51 0
2019-09-09-19-33-43.270602 73 47 51 0
2019-09-09-19-33-43.320869 20 47 51 0
2019-09-09-19-33-43.370717 -14 47 51 0
2019-09-09-19-33-43.422291 16 47 51 0
2019-09-09-19-33-43.471756 21 47 51 0
2019-09-09-19-33-43.521540 26 47 51 0
2019-09-09-19-33-43.573095 6 47 51 0
2019-09-09-19-33-43.641194 -52 54 75 0
2019-09-09-19-33-43.696131 39 54 75 0
2019-09-09-19-33-43.752835 56 54 75 0
2019-09-09-19-33-43.805812 37 54 75 0
2019-09-09-19-33-43.870590 36 54 75 0
2019-09-09-19-33-43.922341 25 54 75 0
2019-09-09-19-33-43.972353 20 54 75 0
2019-09-09-19-33-44.025068 88 54 75 0
2019-09-09-19-33-44.076509 144 54 75 0
2019-09-09-19-33-44.131335 -198 54 75 0
2019-09-09-19-33-44.207459 -216 54 75 0
2019-09-09-19-33-44.258680 -43 54 75 0
2019-09-09-19-33-44.310518 101 54 75 0
2019-09-09-19-33-44.365743 101 54 75 0
2019-09-09-19-33-44.432632 122 54 75 0
2019-09-09-19-33-44.489354 43 54 75 0
2019-09-09-19-33-44.540502 74 54 75 0
2019-09-09-19-33-44.590467 66 54 75 0
2019-09-09-19-33-44.642259 50 44 69 0
2019-09-09-19-33-44.694094 25 44 69 0
2019-09-09-19-33-44.745205 34 44 69 0
2019-09-09-19-33-44.800987 36 44 69 0
2019-09-09-19-33-44.855805 289 44 69 0
2019-09-09-19-33-44.905999 43 44 69 0
2019-09-09-19-33-44.959988 -244 44 69 0
2019-09-09-19-33-45.014759 -210 44 69 0
2019-09-09-19-33-45.068918 -22 44 69 0
2019-09-09-19-33-45.124758 38 44 69 0
2019-09-09-19-33-45.175009 61 44 69 0
2019-09-09-19-33-45.228760 58 44 69 0
2019-09-09-19-33-45.285124 57 44 69 0
2019-09-09-19-33-45.336921 41 44 69 0
2019-09-09-19-33-45.392387 38 44 69 0
2019-09-09-19-33-45.443123 56 44 69 0
2019-09-09-19-33-45.497214 50 44 69 0
2019-09-09-19-33-45.553383 37 44 69 0
2019-09-09-19-33-45.609328 56 51 77 0
2019-09-09-19-33-45.657526 2 51 77 0
2019-09-09-19-33-45.708295 2 51 77 0
2019-09-09-19-33-45.755044 1 51 77 0
2019-09-09-19-33-45.807430 -24 51 77 0
2019-09-09-19-33-45.857314 0 51 77 0
2019-09-09-19-33-45.909662 61 51 77 0
2019-09-09-19-33-45.962191 102 51 77 0
2019-09-09-19-33-46.011484 389 51 77 0
2019-09-09-19-33-46.059884 754 51 77 0
2019-09-09-19-33-46.105206 857 51 77 0
2019-09-09-19-33-46.158564 477 51 77 0
2019-09-09-19-33-46.218998 178 51 77 0
2019-09-09-19-33-46.274147 76 51 77 0
2019-09-09-19-33-46.328540 51 51 77 0
2019-09-09-19-33-46.380893 33 51 77 0
2019-09-09-19-33-46.439183 -12 51 77 0
2019-09-09-19-33-46.486925 -710 51 77 0
2019-09-09-19-33-46.543477 -786 51 77 0
2019-09-09-19-33-46.590794 -756 30 77 0
2019-09-09-19-33-46.639676 -606 30 77 0
2019-09-09-19-33-46.690671 -542 30 77 0
2019-09-09-19-33-46.752010 -300 30 77 0
2019-09-09-19-33-46.804379 -153 30 77 0
2019-09-09-19-33-46.867745 -83 30 77 0
2019-09-09-19-33-46.922630 -13 30 77 0
2019-09-09-19-33-46.970522 23 30 77 0
2019-09-09-19-33-47.023733 97 30 77 0
2019-09-09-19-33-47.077131 112 30 77 0
2019-09-09-19-33-47.130075 98 30 77 0
2019-09-09-19-33-47.179580 117 30 77 0
2019-09-09-19-33-47.243091 115 30 77 0
2019-09-09-19-33-47.290178 133 30 77 0
2019-09-09-19-33-47.340262 135 30 77 0
2019-09-09-19-33-47.392520 145 30 77 0
2019-09-09-19-33-47.443295 134 30 77 0
2019-09-09-19-33-47.495653 128 30 77 0
2019-09-09-19-33-47.549449 129 30 77 0
2019-09-09-19-33-47.603027 196 24 64 0
2019-09-09-19-33-47.656949 105 24 64 0
2019-09-09-19-33-47.722073 43 24 64 0
2019-09-09-19-33-47.770523 84 24 64 0
2019-09-09-19-33-47.818968 103 24 64 0
2019-09-09-19-33-47.871379 60 24 64 0
2019-09-09-19-33-47.925408 99 24 64 0
2019-09-09-19-33-47.974498 326 24 64 0
2019-09-09-19-33-48.022904 -184 24 64 0
2019-09-09-19-33-48.075819 -243 24 64 0
2019-09-09-19-33-48.125008 -18 24 64 0
2019-09-09-19-33-48.175996 2 24 64 0
2019-09-09-19-33-48.224752 99 24 64 0
2019-09-09-19-33-48.280726 65 24 64 0
2019-09-09-19-33-48.333076 84 24 64 0
2019-09-09-19-33-48.386290 76 24 64 0
2019-09-09-19-33-48.432908 99 24 64 0
2019-09-09-19-33-48.487394 99 24 64 0
2019-09-09-19-33-48.532628 37 24 64 0
2019-09-09-19-33-48.581563 77 34 64 0
2019-09-09-19-33-48.637783 27 34 64 0
2019-09-09-19-33-48.684781 39 34 64 0
2019-09-09-19-33-48.735703 117 34 64 0
2019-09-09-19-33-48.787039 65 34 64 0
2019-09-09-19-33-48.834096 12 34 64 0
2019-09-09-19-33-48.885326 -10 34 64 0
2019-09-09-19-33-48.937823 72 34 64 0
2019-09-09-19-33-48.986545 25 34 64 0
2019-09-09-19-33-49.034612 34 34 64 0
2019-09-09-19-33-49.089477 34 34 64 0
2019-09-09-19-33-49.149221 9 34 64 0
2019-09-09-19-33-49.197186 37 34 64 0
2019-09-09-19-33-49.249012 59 34 64 0
2019-09-09-19-33-49.300264 86 34 64 0
2019-09-09-19-33-49.346021 59 34 64 0
2019-09-09-19-33-49.396340 39 34 64 0
2019-09-09-19-33-49.447109 355 34 64 0
2019-09-09-19-33-49.496563 198 34 64 0
2019-09-09-19-33-49.545451 -273 34 64 0
2019-09-09-19-33-49.598667 -179 17 50 0
2019-09-09-19-33-49.649114 16 17 50 0
2019-09-09-19-33-49.706205 16 17 50 0
2019-09-09-19-33-49.753819 67 17 50 0
2019-09-09-19-33-49.803537 68 17 50 0
2019-09-09-19-33-49.853497 59 17 50 0
2019-09-09-19-33-49.900306 49 17 50 0
2019-09-09-19-33-49.949823 35 17 50 0
2019-09-09-19-33-50.021314 21 17 50 0
2019-09-09-19-33-50.070964 26 17 50 0
2019-09-09-19-33-50.119218 25 17 50 0
2019-09-09-19-33-50.170774 24 17 50 0
2019-09-09-19-33-50.221942 34 17 50 0
2019-09-09-19-33-50.269038 18 17 50 0
2019-09-09-19-33-50.321151 29 17 50 0
2019-09-09-19-33-50.371982 59 17 50 0
2019-09-09-19-33-50.416958 44 17 50 0
2019-09-09-19-33-50.474738 68 17 50 0
2019-09-09-19-33-50.526122 33 17 50 0
2019-09-09-19-33-50.573597 50 17 50 0
2019-09-09-19-33-50.629580 32 37 43 0
2019-09-09-19-33-50.691172 38 37 43 0
2019-09-09-19-33-50.746113 35 37 43 0
2019-09-09-19-33-50.807712 32 37 43 0
2019-09-09-19-33-50.859330 -14 37 43 0
2019-09-09-19-33-50.904956 34 37 43 0
2019-09-09-19-33-50.959701 37 37 43 0
2019-09-09-19-33-51.007291 51 37 43 0
2019-09-09-19-33-51.050392 396 37 43 0
2019-09-09-19-33-51.101588 24 37 43 0
2019-09-09-19-33-51.154034 -266 37 43 0
2019-09-09-19-33-51.201010 -133 37 43 0
2019-09-09-19-33-51.254965 -46 37 43 0
2019-09-09-19-33-51.307349 34 37 43 0
2019-09-09-19-33-51.354236 64 37 43 0
2019-09-09-19-33-51.402506 70 37 43 0
2019-09-09-19-33-51.453784 71 37 43 0
2019-09-09-19-33-51.506122 66 37 43 0
2019-09-09-19-33-51.549509 25 47 34 0
2019-09-09-19-33-51.601036 37 47 34 0
2019-09-09-19-33-51.653165 60 47 34 0
2019-09-09-19-33-51.702161 48 47 34 0
2019-09-09-19-33-51.754430 38 47 34 0
2019-09-09-19-33-51.802058 32 47 34 0
2019-09-09-19-33-51.854992 88 47 34 0
